Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
1012432780,67584,1572,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012432824,67808,1575,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012501528,68416,1582,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012501580,67968,1579,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012570764,67808,1586,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012570936,67936,1589,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012639820,67584,1593,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012639864,67808,1596,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012708364,67744,1600,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012708568,67872,1603,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012777132,67808,1607,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012777304,68032,1610,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012846188,68127,1614,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012846584,68096,1617,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012915531,67712,1621,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1012915608,67775,1624,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012984375,67712,1631,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1012984523,67744,1628,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013053111,67936,1638,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1013053291,67712,1635,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013122007,68288,1645,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1013122251,67776,1642,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013191255,68032,1652,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1013191275,67744,1649,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013260267,67616,1656,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013260311,67968,1659,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1013329099,67712,1663,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013329207,68032,1666,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1013398059,67904,1670,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013398135,68128,1673,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1013467179,67680,1677,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (0),1,,14,comm_allreduce__allreduce_1sta6A6A6A6A_31b54cd2485e63b4
1013467191,67904,1680,1,1,1,256,1,1,32,0.000,0.000,,,,,NVIDIA H100 80GB HBM3 (1),2,,23,comm_allreduce__allreduce_1sta6A6A6A6A_15892c0df2ec6db0
1013585611,13056,1693,,,,,,,,,,0.262,20078.395,Device,Pageable,NVIDIA H100 80GB HBM3 (0),1,,14,[CUDA memcpy Device-to-Host]
1013670103,12768,1696,,,,,,,,,,0.262,20531.118,Device,Pageable,NVIDIA H100 80GB HBM3 (1),2,,23,[CUDA memcpy Device-to-Host]
